col1,col2,col3,col4,col5,col6
0.23777965644630472,0.8418765257476676,0.9966673886303554,0.9149695133617254,0.4827565584906055,0.2245086723777806
0.7741205992905891,0.14709305099555858,0.7996002239673617,0.5139669353866503,0.4871728484108854,0.5674782867311247
0.06863614067640256,0.16467563321624457,0.5092761976960267,0.04641529026994595,0.9493720546108757,0.447023285187219
0.3543304304027036,0.015672117594244472,0.09714980115780614,0.7373475298798515,0.4987251307106282,0.5859852897599317
0.6138843138340631,0.10265384294651414,0.6657318428994666,0.8363610538088799,0.5361511946630088,0.9418767125054022
0.49377180031860524,0.27797582160083767,0.11459611294045025,0.6621080758526469,0.5618884515744242,0.4693095190478255
0.19377563201579484,0.5516852929082381,0.7247636692851402,0.7132787673537911,0.7874731296141582,0.016985186575840583
0.31593687965430395,0.29954746970412105,0.5413189617908806,0.8010828341077338,0.7549891914191542,0.5222322409886633
0.8538172953401298,0.13996409377003793,0.014678194492630081,0.08272165653990238,0.6502255485471706,0.42902118963860836
0.43588766787197486,0.3218415160079676,0.6242065505651708,0.04768130200137399,0.29776383502831416,0.17453263323757906
0.09583500793754829,0.9968363630322775,0.31037955658231586,0.9289203532811615,0.7737851600448683,0.9538225862054814
0.6189086320756796,0.9127200893262435,0.48051452766162783,0.5225343969787057,0.77886814537673,0.8410008982757445
0.015683485366482564,0.7772478109373722,0.16299458226112773,0.7430048890304863,0.6150074756510628,0.09559378899344917
0.7291090747071513,0.5537170418149816,0.739719406298891,0.6706092364456858,0.0011694836162933209,0.5002136977624718
0.34120906516694005,0.31325605205614615,0.9369779848689199,0.05326303076529337,0.08008171567328015,0.9323043101079385
0.5523679446343087,0.5897303225074607,0.477719554865334,0.22473879287860832,0.04009489127278143,0.22473580565435014
0.09342040961225251,0.2141866445940741,0.02854438939065418,0.3784489606565309,0.33870360778731357,0.3223686702465147
0.1862146800839518,0.4790860325506393,0.730798839118338,0.43100254944602434,0.5811724896832752,0.840887784030072
0.2686314017775172,0.670843753859957,0.4584309784634705,0.6484136648693186,0.21576935305407596,0.33109881323281176
0.32277272186026784,0.5872563338269046,0.9702028109231624,0.8001286519375942,0.7309610146823139,0.5777206851367206
0.7959844344574311,0.8777366898205935,0.5572865961824549,0.7453499805568798,0.665211928001445,0.8292909833434188
0.35992582075259283,0.7155279563730381,0.019230565220133222,0.7294531056178359,0.6674340496220121,0.16524411631968938
0.42023216154332144,0.3026569019079508,0.4139550668134909,0.8880920701221047,0.2635619897315812,0.7266163949930124
0.9062205391084339,0.7283091468007219,0.042426116360574584,0.17505282110376064,0.302106902551025,0.44432717740525074
0.445931078644761,0.08306353753874862,0.14627442844052463,0.0052138086015028895,0.4444468744105484,0.8864946271864286
0.1954981964332161,0.4203154480501754,0.49709121946389645,0.8392518243607879,0.7060943638498276,0.5504749076185931
0.940489883716792,0.9783521107697989,0.5252981935922859,0.017305785942731577,0.81210815614366,0.6333063741815097
0.35326115441444816,0.8185599301142685,0.060499065443646804,0.7902018514352819,0.6921358079241441,0.5362768682270942
0.35860641882984035,0.9441758523080029,0.22476063926971357,0.7876828484485712,0.44907600611933185,0.2398541598787065
0.9903243809900973,0.3459390605127579,0.15657560329168008,0.4650800206532547,0.7278423330943893,0.3468465817893407
0.6919545801595072,0.9764835396912643,0.8628733771700969,0.2014486604407062,0.18625315015862642,0.7167583230241131
0.5341179354239369,0.8433776155940964,0.16984056396270952,0.43642450049565285,0.8722782582932864,0.6542247006700115
0.10079833278283279,0.34286319312894986,0.3227968964974125,0.243749055763969,0.4312255912507432,0.7315444172399155
0.11665337147372501,0.7626349657646085,0.7123822316447387,0.9630195789072965,0.31610187311633564,0.5890139405270283
0.26680597411793494,0.07880297784833012,0.6162346263943488,0.6574200471913475,0.6646916578911425,0.7270650929013855
0.29026540079371543,0.6665504512771959,0.5549147947366123,0.1812717495487739,0.8873880434354752,0.5181395577546797
0.6256150230761334,0.02864418730869589,0.9348592031012952,0.5078572518491747,0.4042903488865588,0.3895512227135748
0.9432206778709227,0.5336632013268732,0.7916470030088492,0.5552118607397903,0.7917823014023305,0.035897345648282175
0.9338729120254621,0.3841519200290613,0.154888967136237,0.20939266914201227,0.6444360468579046,0.702645337639531
0.5402136735119794,0.7370760057474167,0.24945854784427912,0.7212286313682048,0.10247434214251427,0.2669513640777912
0.14618391011932264,0.3247932524235877,0.033547596169768545,0.8290917198853852,0.42018515811450863,0.5476400368991835
0.5610620286895694,0.33416228724691577,0.11820611449264651,0.1563507873170682,0.9610912957021052,0.5464372844817195
0.9473749013139549,0.020903856064592885,0.5095953611896841,0.8828863586211106,0.984640949610131,0.6834889663847592
0.9231134824936073,0.040809407348131876,0.09196863550596057,0.35969390525349487,0.23560511445869736,0.236307844272847
0.6347609036690427,0.5350985497251699,0.6539401645345272,0.6405872866280765,0.5872315431463345,0.7449159511246571
0.4353447345171785,0.9948966315021834,0.44287108689208565,0.8771711413170036,0.32103812151798905,0.18745238948552367
0.29894026380492766,0.4118428996377045,0.10296658406211012,0.07109962940240999,0.6644885623285396,0.2375764970542935
0.7152219607400131,0.8840651998656762,0.9083219541858434,0.8900273426386636,0.676128855177807,0.05567100021786964
0.32015875709722064,0.8425683365092813,0.37478358368964726,0.8670392949592214,0.372139787463851,0.8989901144576201
0.2881238960242698,0.2366911342510074,0.20398990258362348,0.8515871756265727,0.8237556634559141,0.9736682047057532
0.9016799128266307,0.7237314924678856,0.021075728325690157,0.6580332799848484,0.38854077135103327,0.8433395836552885
0.31961502752618476,0.6115300783640757,0.13914648352779235,0.38396357364544864,0.39037987238700333,0.5497508621288034
0.8908451042095881,0.03115003723417653,0.9112166230835613,0.0895403917730212,0.3718163781785683,0.9995597179640029
0.483766265597378,0.025621092697873715,0.21154910614690958,0.012779944471281501,0.6615647185790725,0.13507897460765717
0.2639709018111561,0.5634427481452442,0.7992204158517311,0.8533145508558825,0.9070619512027402,0.400261986899319
0.9196472425170368,0.3441911694188492,0.7296301754513309,0.4965279988901181,0.4924840432349564,0.0775846397414085
0.6184734910065612,0.6792530236868723,0.2677708618339365,0.8740199570024283,0.19977191100276592,0.5734552396678229
0.33931125011213115,0.8475624074029494,0.1869854430855148,0.578006488043555,0.62758807750283,0.7108641118009542
0.7745957149525948,0.9847404849482858,0.269856285338988,0.956631065968418,0.877723010276655,0.2881926222207434
0.6506540722219216,0.8824719476616495,0.33351655722496654,0.04268646552097621,0.27556617715588816,0.7087358295162212
0.40159885587757416,0.3058225816386918,0.36116457286722625,0.4230306207683584,0.0006377645429023193,0.9006222904576084
0.7861298474304281,0.974848325077055,0.209923035531544,0.1468852895509316,0.036269518540052004,0.8671708944403111
0.7178292279948535,0.30733362598386427,0.5049967522949425,0.14492563773710276,0.5078520229128126,0.790466212230745
0.9056427590837641,0.34063349281790345,0.317091904201957,0.2502768517416806,0.723227766071777,0.7569204233596917
0.6383638813603933,0.27944634109935074,0.8506817411803653,0.7964841373475516,0.1409971477275862,0.7284289924897357
0.8633326704956462,0.7968673048937369,0.9837972936739141,0.43647928427964,0.6834162090188625,0.3897156794926099
0.32553507577424134,0.9432762427360866,0.20964218545616997,0.76413211199569,0.31782910980934187,0.08793335934632085
0.3515613643638662,0.6068211053439931,0.6769044027579395,0.2516285833487997,0.6628138290978461,0.5738546697500626
0.5635544054918737,0.4550077764235737,0.7655816620281118,0.7415909250678147,0.7773215989712767,0.05751247804829995
0.9249011721434103,0.6668179538060849,0.8309645312769481,0.18588782416736693,0.31455381564093043,0.8532900337487297
0.7925658511305858,0.9015481090865727,0.4796082142909436,0.5247155589524651,0.4839930610757339,0.9007031758244918
0.347254297169885,0.0669794586108261,0.477204705639966,0.813373305870715,0.3094656460209255,0.21022710615292894
0.6345554390215145,0.12482495735823074,0.6298329824488744,0.31299577542905344,0.8876718399274741,0.05981359021401189
0.9058365800413516,0.9192205256688701,0.9872003796712595,0.8704967186219029,0.09319366836077048,0.5120604027293517
0.7615063610596761,0.09987942293571472,0.7113816255098717,0.741083430553886,0.3380436481055126,0.2965573315939881
0.10438751872572427,0.8381958909598838,0.4611770283629246,0.11894242720298875,0.153626273539073,0.7168299108607789
0.9017706533867001,0.4470318184864509,0.8029953698914709,0.8247182478608391,0.0006977739922087167,0.9868191362880366
0.3742770281684924,0.39056987802806276,0.8475189610748769,0.9676543180481475,0.6877015502994416,0.26525558442322983
0.9061567107962436,0.3243532016374111,0.830635120486451,0.42450395531893803,0.9476924905217439,0.6583854820488115
0.41457731246621254,0.16962907193361565,0.11625262858951091,0.39009587867310813,0.6102509215714448,0.829090008913721
0.7452578226112374,0.2867157253984697,0.32724215886709596,0.0160086333488636,0.6278709537960531,0.679251463630193
0.39452774481287767,0.45602041238090074,0.8310873860255797,0.6856564566242457,0.5162831681759965,0.8337321111246734
0.8796969689494528,0.25217575906781875,0.6539324039117114,0.5169169553789255,0.17647725150367877,0.9843797289187927
0.10467273736850646,0.43546764581705,0.6970248464398423,0.8865009453439843,0.7431367447786403,0.0354931486390464
0.9636388414434851,0.1265926604630493,0.6688576922853561,0.9336456566635024,0.008808090923408396,0.7118326548638034
0.8439731750472884,0.3593085564853249,0.49671341827173277,0.725297426983646,0.9485901943599463,0.44058350674761115
0.5665785484282003,0.36999774149471887,0.6978799273340235,0.3057628321545375,0.8395751811616893,0.32079808374349894
0.7454227031889992,0.5353370025596393,0.2836268093448151,0.014519212203414456,0.7233674611570183,0.12607360314105154
0.14867219131213905,0.28630998742200686,0.030944319127235054,0.2243617950978154,0.09926592655271671,0.5490750551245311
0.4654990527239945,0.7687946706435007,0.3524026495914714,0.6267112484687288,0.8091438923448108,0.9799696615005511
0.23710483704690977,0.06810968408655427,0.59513874569779,0.8323954392725126,0.9907053149953673,0.9926354485279617
0.8883809875256866,0.869984603034262,0.043884870031695056,0.6356443154927975,0.5398700249047858,0.6524951832716663
0.24348283536201132,0.8668362635461572,0.6048464937451646,0.6146066596182582,0.8065739610613529,0.2435397058966835
0.13873909817665964,0.5881405658315562,0.5468042620398079,0.45726271263897844,0.4437112131051191,0.9757139860768256
0.7747468788865592,0.5053333790694592,0.9616648498556379,0.17379134080505232,0.7966806014770615,0.8094956794792051
0.3994837128698697,0.6314939586082495,0.7510968704261,0.3370516213577729,0.1881980740671818,0.7075629581680165
0.4260775395654349,0.8844723144242599,0.4226731487595211,0.37809357002686006,0.9961120986119358,0.6275861841923169
0.3139342414566697,0.031548191518373736,0.6503511459766435,0.8543712575539676,0.09194297211530389,0.5287109562460904
0.6166424616070457,0.026747114941636285,0.27015979381201904,0.840274718084578,0.2864063761339062,0.7235151784876098
0.6758605284872865,0.016732781771600203,0.5456513836045828,0.12598211670231907,0.7912134949112744,0.04468044564702667
0.10696718986115739,0.41474331432131395,0.14015742523200136,0.8002973816807891,0.15832653432919108,0.7586964491831677
0.18256460223208315,0.5522172486225553,0.7643539735552146,0.017496937329554263,0.6818718536341339,0.6988369061987957
0.5875042524100285,0.860755778894357,0.18235261522010215,0.23092134977597056,0.7024756518441113,0.16671210827302918
0.5722329396585917,0.3951312494094936,0.46305251493851496,0.20596299545874186,0.10847998898680422,0.6460707351359422
0.5712181593846408,0.9012413117536581,0.09762596044223104,0.6820213569750027,0.08977645111299626,0.036571951666479974
0.35766466140578723,0.9365415517318789,0.6461148579265918,0.07006548738098384,0.48730163318648523,0.8276459044178699
0.7440543886943952,0.7354282157196039,0.4433927527405702,0.5361026489525946,0.19028362228271034,0.007605505309771554
0.287078663466826,0.3210993909658698,0.4367088119488416,0.8010087354376885,0.23045860590770084,0.5643537386693246
0.5709063469324515,0.38629310287008334,0.38658196961719193,0.9584216553481801,0.8631295760274622,0.7751159205861229
0.5244354586702409,0.3551534631048806,0.021215739854217097,0.029473788796963385,0.5651304610080986,0.7303181851644035
0.768671211348701,0.6767421945462908,0.44464354367619374,0.7467894648152817,0.20978048836675323,0.25600531527341963
0.4189063758434288,0.498854910493685,0.6762611315995386,0.7118918284091365,0.06915027538357721,0.04300833043073027
0.2906582616033432,0.15075076724559455,0.526389179630278,0.8403312313614993,0.7077453607495792,0.7980320269674557
0.9194582167497943,0.6863174794360836,0.13919029564479024,0.3879444115110211,0.24528586387096352,0.7857027905982761
0.8301462979060911,0.748383991187461,0.12584497273556516,0.9091101535284141,0.28089023985651673,0.6102271642042681
0.4468712160675177,0.9412079753536478,0.20650772144760254,0.05551863316523986,0.6926246211781092,0.4647470917436539
0.9376162480461414,0.1346765935620664,0.543774679918084,0.7466761064036572,0.8023432462054698,0.9489119097036731
0.7271451345788466,0.9255426506429819,0.4406679029543388,0.7140965819720355,0.8683224145626929,0.9918463607908825
0.5804208366261528,0.5007892044957598,0.11330068695576523,0.0004326160854862815,0.8271542394234165,0.3091540937748758
0.4259834286260523,0.10356123814555507,0.25752743387322496,0.8908008295095489,0.3753283412985067,0.8550272191203726
0.7626008640034353,0.7183065753733726,0.8508410950070144,0.8284184176002107,0.7112219530640072,0.6703966958361814
0.18886982797242002,0.2284541447355306,0.7599067538664104,0.384502303253463,0.9301366314153225,0.5066340439825411
0.737451037408359,0.7674013591772147,0.1723289674226416,0.04305655926746199,0.23202830743536784,0.4063548682656458
0.15801922585310157,0.05493927354395434,0.3288640905285265,0.6530046090028051,0.25989749268918305,0.16735854380809834
0.5567138837614793,0.3770966734952971,0.8486270675009975,0.23586051365553673,0.5081779802100839,0.21692562144006866
0.3834352780502953,0.16741572015872952,0.9645756536426028,0.7661433062488812,0.9341994744295613,0.11881091226188611
0.6937832667530859,0.9303849483516818,0.8505003575121863,0.6040711407361283,0.24228204052271807,0.9451714922017711
0.8348872141402884,0.4174289607402154,0.9257530868911559,0.7538565619509862,0.0013113345719923952,0.4703724223750986
0.2942745126566203,0.16163919418823514,0.2265670091511437,0.9677561257393963,0.7176133758049245,0.9651547899790719
0.8745480398355887,0.32171269438734396,0.12311494561829495,0.7194520347081765,0.3887196036060401,0.3249977882069175
0.33754419850036954,0.5390363749982647,0.46847871991052137,0.10683591590358354,0.5110925390872696,0.1364194081747956
0.2504275843243029,0.7179374390112518,0.3641292017322697,0.936403038003121,0.39247517832857537,0.7576924339702839
0.48022537241034235,0.12364052420846272,0.5855083411253887,0.3693279662804766,0.7846682340601676,0.46659797165347117
0.2647733564668078,0.10570979745316456,0.5793631266517041,0.44766287978491126,0.3123058888563305,0.019384058843220364
0.6533154905363279,0.9870701684951116,0.33004702136420294,0.20040314146369642,0.7966220277351426,0.5930245914400069
0.7816168819455093,0.09658265022813495,0.7703475136040987,0.8266874184376212,0.08748936449102096,0.39956048959552615
0.8812632374123629,0.7023496806830494,0.8563802518053507,0.12412775825949596,0.6462829182845955,0.27382104141622543
0.2735843583528662,0.07533071070354758,0.39733695862235885,0.2881588571632351,0.5051111210537268,0.6337562231973056
0.586862569925952,0.321952390479892,0.52014815918863,0.09147298523159775,0.5566043734243993,0.8465400615707731
0.08682117263046818,0.09520227215049248,0.4924816168315408,0.4058865966119397,0.6735998539506929,0.4766897532955924
0.466428308313548,0.627165347506978,0.16648272069523695,0.4822301184053216,0.214557705483839,0.35826219541508453
0.22508272411379604,0.5671221390506118,0.39096794870708385,0.6191959704353927,0.5492178157199646,0.8114901208695362
0.9216711468251805,0.6705447794313785,0.4607190731124915,0.6781961279255913,0.8367314369584452,0.07398804412753346
0.1968238013389576,0.7664896881606031,0.6536858544724293,0.979374937618715,0.7525706467987252,0.4806728436908767
0.009174920286051602,0.7519744601349968,0.13675208962003493,0.022139315367696533,0.10890197450686878,0.5044894469341026
0.4776415035977005,0.953383526421757,0.2268325841992176,0.48108804921315196,0.7641515170620569,0.026177564639971007
0.5186580350858998,0.13216251505282128,0.7531005440265708,0.428446668167746,0.4365934742357953,0.759173489811392
0.13023142019302847,0.9196982854207955,0.2003052046727234,0.8416597707010588,0.3876762238164403,0.9288024977685876
0.8044761204287079,0.42233670471305995,0.3748630453261419,0.15974602775148938,0.7170769830063686,0.39146491059688915
0.114846672248341,0.5893100545529795,0.13735878304998927,0.250301167895829,0.09810880382912845,0.9529303287888325
0.20482989733515933,0.6890974285391864,0.18608697546036868,0.6191769779192039,0.610697485715739,0.5114389786512229
0.22466599396064213,0.5077545751408267,0.056616078564392436,0.828286838683903,0.9927803025604558,0.8872622792599414
0.2209602539032165,0.8066886555259449,0.1776432545214638,0.2875568797426715,0.5494631182344272,0.4411109163781818
0.5476640000585902,0.42618576150741994,0.13388189638407055,0.07283945368785383,0.3509287988346933,0.48547339313623217
0.780777686213864,0.3016162380856581,0.5816961976493775,0.19894253939314654,0.275136541808945,0.5563007575868598
0.4386850877516626,0.6951545937465069,0.6720776294256156,0.9497082871203628,0.5698196065160525,0.6801243280045878
0.05831695861236508,0.310815531693416,0.00727633730792554,0.8714141133971732,0.125612578168651,0.9591040988517635
0.6188102100459072,0.8683927755797843,0.9128913605459893,0.8751295516400367,0.7993114809797357,0.5429947289791005
0.9609916563334576,0.6059207152063856,0.024664062107320417,0.4546015074943931,0.9506743911313279,0.5787419640631742
0.7244134090284906,0.57213537191501,0.5866982084399669,0.8673423473679431,0.24185203771704167,0.650207894570839
0.12648341615725378,0.444570773968453,0.01657026474240375,0.8045053373979806,0.9524514339227692,0.8737996407683549
0.08204952554657008,0.4664569308382238,0.17281969572730704,0.15561020964668404,0.49583473772617725,0.6511794160065372
0.5208889697823904,0.5836689570721755,0.2734592458182531,0.7716052315029123,0.08064036530784002,0.9904435226933658
0.7703600802549886,0.9415537163078416,0.5290377642765847,0.0480176261491333,0.3533450115278036,0.7488612278661966
0.5553001321275441,0.17017751441658724,0.9090594923212709,0.15785651311622761,0.5320282095299969,0.19414834923092328
0.9761241296425321,0.2814900587367941,0.5693657670413904,0.866408618835049,0.36790288894501866,0.03328222399955216
0.7518734389851114,0.44188086838672824,0.8079553853433596,0.1292933668285009,0.2974954208644165,0.02256479021288771
0.3182711321498477,0.20436933770025945,0.2748552189755509,0.20063297492678467,0.7485468201084208,0.5263381033364908
0.2775232309463892,0.7889334729664852,0.36570009463846265,0.00021821158126622553,0.2243336652269161,0.3137787309886205
0.39370059247427913,0.5746713946234993,0.9205416478054819,0.013886496940789916,0.8258278810419443,0.19588652666359996
0.5748579544664172,0.65378954258309,0.501776637503252,0.7034853166154101,0.02530824338100901,0.9091332027956593
0.011969247026754948,0.27945162414860525,0.5820169312372241,0.861452194498238,0.3230454763956765,0.28535976057717927
0.9868689412051779,0.14594858171509884,0.573594838084514,0.1966509482096247,0.31283712782609796,0.4485433539190643
0.69335162568015,0.8988570510254245,0.44657397681370503,0.588110473439226,0.3596307653841795,0.9675750975599826
0.8197102043433222,0.28615004029199176,0.6531190547522424,0.39803361940007165,0.033972022142688796,0.7192010732341223
0.29394034110956535,0.8433141919782785,0.09731097870821515,0.20363748877212318,0.6397558997354144,0.9792854054805789
0.32589343020125294,0.7591720265187917,0.39719464070621946,0.3856107610096381,0.8874389477537316,0.21909348705525145
0.43076234739473884,0.46883471270267973,0.9125691528071377,0.5211057176161257,0.552253304609143,0.6367903426279672
0.07332595282758592,0.4137611862886531,0.04495353190541507,0.12139213185770503,0.6505039322434443,0.26480282834123614
